,precision,recall,f1-score,support
0.0,0.9010380622837371,0.844905905256327,0.8720696584058942,1541.0
3.0,0.03814713896457766,0.5833333333333334,0.07161125319693094,24.0
micro avg,0.7262693156732892,0.8408945686900958,0.7793899911163754,1565.0
macro avg,0.46959260062415736,0.7141196192948303,0.4718404558014126,1565.0
weighted avg,0.8878052302328361,0.8408945686900958,0.8597942579426258,1565.0
