,precision,recall,f1-score,support
0.0,0.802547770700637,0.5470332850940666,0.6506024096385541,691.0
3.0,0.02079722703639515,0.5714285714285714,0.04013377926421405,21.0
micro avg,0.37213740458015265,0.547752808988764,0.4431818181818182,712.0
macro avg,0.4116724988685161,0.559230928261319,0.34536809445138406,712.0
weighted avg,0.7794905215195287,0.547752808988764,0.6325970146415582,712.0
