,precision,recall,f1-score,support
0.0,0.8338001867413632,0.7184231697506034,0.7718236819360415,1243.0
2.0,0.03622047244094488,0.5897435897435898,0.06824925816023739,39.0
micro avg,0.536928487690504,0.7145085803432137,0.613119143239625,1282.0
macro avg,0.43501032959115404,0.6540833797470966,0.42003647004813943,1282.0
weighted avg,0.8095368412985268,0.7145085803432137,0.7504200918211769,1282.0
