,precision,recall,f1-score,support
0.0,0.7805325987144169,0.7475813544415127,0.7637017070979335,1137.0
3.0,0.03345070422535211,0.6333333333333333,0.06354515050167224,30.0
micro avg,0.5244417622208811,0.7446443873179092,0.6154390934844192,1167.0
macro avg,0.40699165146988453,0.6904573438874231,0.41362342879980285,1167.0
weighted avg,0.7613274086247238,0.7446443873179092,0.7457028238949447,1167.0
