,precision,recall,f1-score,support
0.0,0.806970509383378,0.8345656192236599,0.8205361199454794,1082.0
3.0,0.031746031746031744,0.4666666666666667,0.05944798301486199,30.0
micro avg,0.5878205128205128,0.8246402877697842,0.686377245508982,1112.0
macro avg,0.41935827056470487,0.6506161429451633,0.4399920514801707,1112.0
weighted avg,0.7860561799507157,0.8246402877697842,0.8000031666110202,1112.0
