,precision,recall,f1-score,support
0.0,0.8912255257432923,0.8006514657980456,0.8435140700068634,1535.0
3.0,0.02517162471395881,0.44,0.04761904761904762,25.0
micro avg,0.6828193832599119,0.7948717948717948,0.7345971563981042,1560.0
macro avg,0.45819857522862556,0.6203257328990228,0.44556655881295554,1560.0
weighted avg,0.8773464568165401,0.7948717948717948,0.8307593420839817,1560.0
