,precision,recall,f1-score,support
0.0,0.8294243070362474,0.5613275613275613,0.6695352839931153,693.0
3.0,0.02413793103448276,0.6666666666666666,0.04658901830282862,21.0
micro avg,0.3841754051477598,0.5644257703081232,0.4571752694271129,714.0
macro avg,0.4267811190353651,0.613997113997114,0.35806215114797196,714.0
weighted avg,0.8057394136244307,0.5644257703081232,0.6512133350022244,714.0
