,precision,recall,f1-score,support
0.0,0.9045261669024045,0.8589657488247145,0.8811574233551497,1489.0
2.0,0.04395604395604396,0.5517241379310345,0.08142493638676847,29.0
micro avg,0.7283464566929134,0.8530961791831357,0.7858009708737864,1518.0
macro avg,0.4742411054292242,0.7053449433778745,0.4812911798709591,1518.0
weighted avg,0.8880857627090946,0.8530961791831357,0.8658792664894823,1518.0
