,precision,recall,f1-score,support
0.0,0.8997005988023952,0.8072531900604433,0.8509734513274335,1489.0
2.0,0.03619909502262444,0.5517241379310345,0.06794055201698514,29.0
micro avg,0.6850393700787402,0.8023715415019763,0.7390776699029127,1518.0
macro avg,0.4679498469125098,0.6794886639957389,0.4594570016722093,1518.0
weighted avg,0.8832041932624655,0.8023715415019763,0.8360143247925172,1518.0
