,precision,recall,f1-score,support
0.0,0.697841726618705,0.4837905236907731,0.5714285714285715,401.0
3.0,0.024324324324324326,0.8181818181818182,0.04724409448818898,11.0
micro avg,0.3132716049382716,0.49271844660194175,0.3830188679245283,412.0
macro avg,0.36108302547151466,0.6509861709362956,0.30933633295838026,412.0
weighted avg,0.6798594658778355,0.49271844660194175,0.5574333548112311,412.0
