,precision,recall,f1-score,support
0.0,0.7856301531213192,0.7477578475336323,0.7662263067202756,892.0
3.0,0.022944550669216062,0.46153846153846156,0.04371584699453552,26.0
micro avg,0.49489795918367346,0.7396514161220044,0.5930131004366812,918.0
macro avg,0.40428735189526765,0.6046481545360469,0.4049710768574056,918.0
weighted avg,0.7640290358405407,0.7396514161220044,0.745763047512357,918.0
