,precision,recall,f1-score,support
0.0,0.8957011980267794,0.8285528031290743,0.860819505587538,1534.0
3.0,0.03526448362720403,0.5384615384615384,0.06619385342789598,26.0
micro avg,0.7075991189427313,0.8237179487179487,0.761255924170616,1560.0
macro avg,0.4654828408269917,0.6835071707953064,0.46350667950771696,1560.0
weighted avg,0.8813605861201198,0.8237179487179487,0.8475757447182106,1560.0
