,precision,recall,f1-score,support
0.0,0.8940832724616509,0.8209255533199196,0.855944055944056,1491.0
2.0,0.0340632603406326,0.4827586206896552,0.06363636363636363,29.0
micro avg,0.6955056179775281,0.8144736842105263,0.7503030303030304,1520.0
macro avg,0.4640732664011417,0.6518420870047874,0.4597902097902098,1520.0
weighted avg,0.8776749959146051,0.8144736842105263,0.8408276591829223,1520.0
