,precision,recall,f1-score,support
0.0,0.811391223155929,0.8031423290203327,0.8072457036692986,1082.0
3.0,0.034764826175869123,0.5862068965517241,0.06563706563706563,29.0
micro avg,0.5679487179487179,0.7974797479747975,0.6634219393485586,1111.0
macro avg,0.42307802466589906,0.6946746127860284,0.4364413846531821,1111.0
weighted avg,0.7911192469971337,0.7974797479747975,0.7878877824245328,1111.0
