,precision,recall,f1-score,support
0.0,0.7958477508650519,0.8084358523725835,0.8020924149956408,1138.0
3.0,0.03898635477582846,0.5882352941176471,0.07312614259597806,34.0
micro avg,0.5632115038945477,0.8020477815699659,0.6617388243576207,1172.0
macro avg,0.41741705282044017,0.6983355732451153,0.4376092787958094,1172.0
weighted avg,0.7738910209443748,0.8020477815699659,0.7809449292775619,1172.0
