,precision,recall,f1-score,support
0.0,0.8818770226537217,0.7881417208966016,0.8323787705231005,1383.0
2.0,0.03740157480314961,0.5428571428571428,0.06998158379373849,35.0
micro avg,0.635894495412844,0.7820874471086037,0.7014547754585706,1418.0
macro avg,0.4596392987284357,0.6654994318768722,0.4511801771584195,1418.0
weighted avg,0.8610331293710913,0.7820874471086037,0.8135607863654646,1418.0
