,precision,recall,f1-score,support
0.0,0.8923293455313159,0.8532974427994616,0.872377020983832,1486.0
3.0,0.022598870056497175,0.42105263157894735,0.04289544235924933,19.0
micro avg,0.7188732394366197,0.8478405315614618,0.7780487804878049,1505.0
macro avg,0.45746410779390656,0.6371750371892044,0.45763623167154066,1505.0
weighted avg,0.8813493594621987,0.8478405315614618,0.8619051605227906,1505.0
