,precision,recall,f1-score,support
0.0,0.773728813559322,0.8001752848378615,0.7867298578199051,1141.0
3.0,0.03877551020408163,0.5588235294117647,0.07251908396946564,34.0
micro avg,0.5580838323353293,0.7931914893617021,0.6551845342706503,1175.0
macro avg,0.4062521618817018,0.679499407124813,0.42962447089468536,1175.0
weighted avg,0.7524620796750001,0.7931914893617021,0.7660633332999776,1175.0
