,precision,recall,f1-score,support
0.0,0.8940239043824701,0.729518855656697,0.8034371643394199,1538.0
3.0,0.021660649819494584,0.5,0.04152249134948097,24.0
micro avg,0.6268656716417911,0.7259923175416133,0.6727973894986652,1562.0
macro avg,0.45784227710098235,0.6147594278283486,0.42247982784445043,1562.0
weighted avg,0.8806201155799661,0.7259923175416133,0.791730408800522,1562.0
