,precision,recall,f1-score,support
0.0,0.8896604938271605,0.7491877842755036,0.8134038800705468,1539.0
3.0,0.0210727969348659,0.44,0.04021937842778794,25.0
micro avg,0.6402640264026402,0.7442455242966752,0.6883500887049083,1564.0
macro avg,0.4553666453810132,0.5945938921377518,0.4268116292491673,1564.0
weighted avg,0.875776419388345,0.7442455242966752,0.801044792768073,1564.0
