,precision,recall,f1-score,support
0.0,0.7960893854748603,0.7751586582048957,0.7854846118511714,1103.0
3.0,0.02877697841726619,0.64,0.05507745266781411,25.0
micro avg,0.5343558282208589,0.7721631205673759,0.6316171138506165,1128.0
macro avg,0.41243318194606327,0.7075793291024479,0.42028103225949276,1128.0
weighted avg,0.7790833480843995,0.7721631205673759,0.7692965099189161,1128.0
