,precision,recall,f1-score,support
0.0,0.7733860342555995,0.7816245006657789,0.7774834437086091,751.0
3.0,0.027932960893854747,0.5263157894736842,0.05305039787798407,19.0
micro avg,0.5344673231871083,0.7753246753246753,0.6327503974562798,770.0
macro avg,0.40065949757472713,0.6539701450697315,0.4152669207932966,770.0
weighted avg,0.7549917376401799,0.7753246753246753,0.7596078230972041,770.0
